"","X","app","uid","context","timestamp","Physics_EAP","ForceAndMotion_EAP","LinearMomentum_EAP","Energy_EAP","Torque_EAP","NFL_EAP","NSL_EAP","NTL_EAP","POfMom_EAP","ConOfMom_EAP","EnergyTransfer_EAP","EnergyDissipate_EAP","StaticEquilibrium_EAP","PropertiesofTorque_EAP","Physics_Margin.High","Physics_Margin.Medium","Physics_Margin.Low","Physics_Mode","StartDate","Duration_sec","c1","c2","c3","gender","gender_other","ethnicity","ethnicity_other","grade","pre_ECT1","pre_ECT2","pre_POT1","pre_POT2","pre_N1L1","pre_N1L2","pre_N2L1","pre_N2L2","pre_N3L1","pre_N3L2","pre_POM1","pre_POM2","pre_ECD1","pre_ECD2","pre_Eqil1","pre_Eqil2","pre_COM1","pre_COM2","Post_StartDate","Post_Duration..in.seconds","post_ECT1","post_ECT2","post_POT1","post_POT2","post_N1L1","post_N1L2","post_N2L1","post_N2L2","post_N3L1","post_N3L2","post_POM1","post_POM2","post_ECD1","post_ECD2","post_Eqil1","post_Eqil2","post_COM1","post_COM2","preScore","postScore","Cond","filter_.","Gain","gender_bg","WE_watched","Game_Q1","R_Game_Q2","R_Game_Q3","Game_Q4","Game_Q5","Game_Q6","Game_Q7","Game_Q8","Game_Q9","Game_Q10","LS_Q1","LS_Q2","R_LS_Q3","LS_Q4","R_LS_Q5","R_LS_Q6","Game_Satis_Score","LS_Satis_Score","Game_Q2","Game_Q3","LS_Q3","LS_Q5","LS_Q6","LS_Satis_S","Game_Satis_S","pre_NFM","pre_Energy","pre_Moemntum","pre_Torque","post_NFM","post_Energy","post_Momentum","post_Torque","log_phys_anim_freq","ALL_LSs","physicLSduration","perceived_competency","Game_enjoyment","solutionLSduration","score","AllLSduration","PropToolLS","PropPhysLS","PropSoluLS","LScond","NumberAttempts_sum","NumberAttempts_mean","condition","physAnimFreq","physAnimDuration","weFreq","weDuration","hintFreq","hintDuration","toolsFreq","toolsDuration","glossaryFreq","glossaryDuration","defFreq","defDuration","formFreq","formDuration","hvFreq","hvDuration","levelVisited","levelCompleted","silver","gold","avgAttempts","avgDuration","PhysVideosUse","PhysVideosUse3Levels","enjoy_playagain","ethWBH","NFLprepost","NSLprepost","NTLprepost","ECTprepost","POTprepost","POMprepost","Eqilprepost","ECDprepost","COMprepost","prepostNFM","prepostEnergy","prepostMomentum","prepostTorque"
"S161c2",40,"linear","161c2","Basement Stairs","2019-05-20 11:58:41",-0.5419,-0.7161,-0.4138,-0.2397,-0.7129,-0.9674,-0.9674,-0.9674,-0.967,2.0454e-06,0.9674,-0.9674,-0.7974,0.9674,0.0055,0.4288,0.5656,"L","5/10/19 11:52",684,0,1,0,"Boy",0,"White",0,"11th",0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,"5/20/19 12:02",381,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,17,"Linear","Selected",7,"Boy","WE",5,4,4,5,5,5,5,4,4,3,5,4,3,4,4,3,44,23,2,2,3,2,3,3.83333333333333,4.4,5,1,3,1,6,3,4,4,0.602059991327962,6,0,10,20,102900,1340,104965,0.019673224408136,0,0.980326775591864,"3",432,3.66101694915254,"Linear",18,0,6,98.5940001010895,1,4.30599999427795,1,2.06499981880188,0,0,0,0,0,0,0,0,91,91,58,37,3.66949152542373,89.9578813650847,1,2,4.5,"White",3,4,4,2,3,3,2,2,4,11,4,7,5
"S162c2",41,"linear","162c2","Spring","2019-05-23 10:56:12",-0.6117,-0.7799,-0.4598,-0.2725,-0.8202,-0.9674,-0.9674,-0.9674,-0.9661,0.0031,0.9674,-0.9674,-0.9673,0.9674,0.0034,0.3609,0.6357,"L","5/10/19 11:57",826,0,1,0,"Boy",0,"White",0,"9th",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"5/23/19 10:56",374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,15,17,"Linear","Selected",2,"Boy","No WE",4,2,2,3,3,4,4,4,3,3,5,4,2,3,3,4,32,21,4,4,4,3,2,3.5,3.2,6,4,2,3,6,4,4,3,NA,6,16151,6,14,1904,730,27151,0.335015284888218,0.594858384589886,0.0701263305218961,"PhysicLS preference",349,2.95762711864407,"Linear",8,15.539999961853,0,0,1,1.90400004386902,3,9.09599995613099,0,0,0,0,0,0,0,0,50,40,13,28,3.18571428571429,90.2201285642857,1,2,3.5,"White",4,4,4,4,4,3,2,4,3,12,8,6,6
"S163c2",42,"linear","163c2","Plum Blossom","2019-05-20 11:59:51",-0.8865,-0.9159,-0.811,-0.7691,-0.9653,-0.9674,-0.9674,-0.8869,-0.6752,-0.8302,-0.0177,-0.7528,-0.7421,-0.9374,3e-04,0.083,0.9167,"L","             ",1588,0,1,0,"Girl",0,"Black or African American",0,"11th",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"             ",778,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,5,8,"Linear","Selected",3,"Girl","WE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,1,2,2,3,0,2,0,NA,NA,17400,130,17400,0,0,1,"3",75,3.125,"Linear",0,0,1,15.3740000724792,1,2.02600002288818,0,0,0,0,0,0,0,0,0,0,12,12,12,0,3.16666666666667,167.720749995,0,0,NA,"Black",0,0,1,2,4,2,1,1,2,1,3,4,5
"S164c2",43,"linear","164c2","Stairs","2019-05-23 10:52:13",-0.3505,-0.5568,0.1217,-0.1472,-0.6638,-0.9674,-0.9674,-0.9674,-0.1421,0.8523,0.9669,-0.9674,-0.9674,0.9674,0.0169,0.6039,0.3792,"M","5/10/19 11:57",639,0,1,0,"Boy",0,"Other",0,"10th",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,"5/23/19 10:56",377,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,8,10,"Linear","Selected",2,"Boy","WE",1,1,2,3,3,4,3,3,1,1,4,3,5,5,4,4,22,25,5,4,1,2,2,4.16666666666667,2.2,3,2,1,2,2,3,3,2,0.698970004336019,18,323,6,6,109267,640,117670,0.0686666100110478,0.00274496473187728,0.928588425257075,"3",219,1.85593220338983,"Linear",1,0,0,0,7,10.0559992790222,3,8.08000016212463,0,0,0,0,0,0,0,0,46,43,36,10,1.96703296703297,76.7483516486813,1,1,1,NA,2,2,1,3,4,2,0,2,2,5,5,4,4
"S165c2",44,"linear","165c2","Broken Heart","2019-05-20 12:01:23",-0.2753,-0.4639,0.4388,-0.109,-0.7373,-0.9674,-0.9674,-0.9674,0.7465,0.962,0.9674,-0.9674,-0.9645,0.4467,0.0227,0.6701,0.3072,"M","5/10/19 11:55",725,0,1,0,"Girl",0,"Black or African American",0,"10th",0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,"5/20/19 12:01",520,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,10,10,"Linear","Selected",0,"Girl","WE",1,2,4,2,4,4,4,3,2,3,4,5,3,2,2,1,29,17,4,2,3,4,5,2.83333333333333,2.9,4,2,1,3,4,1,2,3,0,23,0,6,12,62943,550,113704,0.446431084218673,0,0.553568915781327,"3",206,2.21505376344086,"Linear",0,0,1,30.4100000858307,13,29.4899995326996,8,50.7610001564025,0,0,0,0,0,0,0,0,40,36,29,12,2.2258064516129,91.5504300915054,0,0,1.5,"Black",2,3,3,1,4,3,2,2,0,8,3,3,6
"S167c2",45,"linear","167c2","Cosmic Cave","2019-05-23 10:55:39",-0.6059,-0.7755,-0.4471,-0.2696,-0.8171,-0.9673,-0.9674,-0.9674,-0.9618,0.0273,0.9674,-0.9674,-0.9673,0.9674,0.0036,0.3666,0.6298,"L","5/10/19 11:57",773,0,1,0,"Boy",0,"13",0,"9th",0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,"5/23/19 10:56",507,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,16,"Linear","Selected",3,"Boy","WE",5,5,5,4,4,5,5,4,4,3,5,5,4,5,4,4,44,27,1,1,2,2,2,4.5,4.4,5,3,3,2,6,3,3,4,0.301029995663981,3,63044,8,22,41302,880,104346,0,0.604182239855864,0.395817760144136,"PhysicLS preference",226,1.6865671641791,"Linear",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,52,28,25,1.61333333333333,99.3092666696,1,2,4.5,NA,3,4,4,2,4,3,2,4,3,11,6,6,6
"S168c2",46,"linear","168c2","Tetherball","2019-05-23 10:53:35",-0.198,-0.3752,0.4734,-0.0788,-0.53,-0.9674,-0.967,-0.9672,0.6391,0.9669,0.9674,-0.967,-0.9464,0.9674,0.0364,0.7225,0.2411,"M","5/10/19 11:57",629,0,1,0,"Girl",0,"White",0,"10th",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"5/23/19 10:56",410,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,15,17,"Linear","Selected",2,"Girl","No WE",4,3,4,4,4,4,4,2,4,4,4,4,4,4,3,3,37,22,3,2,2,3,3,3.66666666666667,3.7,6,3,4,2,6,4,3,4,NA,4,0,8,19,5788,600,15863,0.635125764357309,0,0.364874235642691,"ToolLs preference",181,1.30215827338129,"Linear",9,0,1,10.075,3,5.78799986839294,1,10.0750000476837,0,0,0,0,0,0,0,0,33,32,24,12,1.50602409638554,73.1260963755422,1,2,4,"White",4,4,4,4,4,3,2,3,4,12,7,7,6
"S169c2",47,"linear","169c2","Florida","2019-05-20 12:01:04",-0.1831,-0.3555,0.5209,-0.0722,-0.5274,-0.9674,-0.9674,-0.9674,0.7691,0.9639,0.9674,-0.9674,-0.9623,0.9452,0.0383,0.734,0.2276,"M","5/10/19 11:43",1694,0,1,0,"Girl",0,"White",0,"10th",1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,"5/20/19 12:01",599,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,7,13,"Linear","Selected",6,"Girl","No WE",4,4,4,3,3,3,4,2,3,3,2,3,3,3,4,3,33,18,2,2,3,2,3,3,3.3,2,2,2,1,3,3,4,3,NA,6,0,6,18,18158,520,31370,0.421166719795983,0,0.578833280204017,"3",132,2.2,"Linear",0,0,0,0,4,10.9919998645783,1,13.2119998931885,0,0,0,0,0,0,0,0,41,37,28,12,2.2,175.452600020833,0,0,3.5,"White",0,2,3,2,3,3,1,3,3,5,5,6,4
"S170c2",48,"linear","170c2","Mobile","2019-05-20 13:31:50",-0.6126,-0.7806,-0.4617,-0.2729,-0.8207,-0.9674,-0.9674,-0.9674,-0.9674,0,0.9674,-0.9674,-0.9674,0.9674,0.0034,0.36,0.6366,"L","5/10/19 13:29",616,0,1,0,"Boy",0,"Hispanic",0,"11th",0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,"5/20/19 13:35",568,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,11,16,"Linear","Selected",5,"Boy","No WE",5,4,4,5,5,5,4,5,4,3,1,1,3,3,2,1,44,11,2,2,3,4,5,1.83333333333333,4.4,5,2,2,2,5,4,4,3,NA,0,0,10,20,0,880,0,NA,NA,NA,NA,262,3.275,"Linear",0,0,1,52.4870002269745,0,0,0,0,0,0,0,0,0,0,0,0,67,61,36,26,3.75,110.82794999525,0,0,4.5,"Hispanic",4,4,2,2,4,3,1,4,3,10,6,6,5
"S172c2",49,"linear","172c2","Up in the Air","2019-05-20 13:37:19",-0.607,-0.7754,-0.4578,-0.2703,-0.8121,-0.9674,-0.9674,-0.9674,-0.9672,-5.8504e-06,0.9674,-0.9674,-0.9539,0.9674,0.0035,0.3655,0.6309,"L","5/10/19 13:33",667,0,1,0,"Boy",0,"Hispanic",0,"10th",1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,"5/20/19 13:38",753,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,15,10,"Linear","Selected",-5,"Boy","No WE",5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,49,24,1,1,2,2,2,4,4.9,5,3,4,3,5,0,4,1,NA,1,133,10,25,0,730,133,0,1,0,"PhysicLS preference",322,3.38947368421053,"Linear",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,44,18,27,3.44210526315789,74.9115531823404,1,1,5,"Hispanic",3,4,3,2,3,4,1,1,4,10,3,8,4
"S174c2",50,"linear","174c2","St. Patrick's Day","2019-05-20 13:27:12",-0.8855,-0.9471,-0.9344,-0.6006,-0.967,-0.9674,-0.9674,-0.9674,-0.9615,-0.9659,0.2932,-0.633,-0.952,-0.8662,1e-04,0.0844,0.9155,"L","5/10/19 13:31",652,0,1,0,"Girl",0,"Black or African American",0,"11th",1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,"5/20/19 13:37",806,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,7,6,"Linear","Selected",-1,"Girl","WE",5,5,3,2,2,5,5,1,5,5,5,5,5,5,5,5,38,30,1,3,1,1,1,5,3.8,2,2,1,2,1,3,2,0,0,2,0,4,23,17790,360,17790,0,0,1,"3",101,2.97058823529412,"Linear",0,0,2,15.0099999904633,1,2.77999997138977,0,0,0,0,0,0,0,0,0,0,24,22,9,13,2.97058823529412,181.221147054118,0,0,5,"Black",0,2,1,4,1,1,1,1,2,3,5,3,2
"S176c2",51,"linear","176c2","Collision","2019-05-20 13:25:04",-0.3569,-0.5701,0.1022,-0.1493,-0.6718,-0.9674,-0.9674,-0.9674,-0.4357,0.96,0.9674,-0.9674,-0.9638,0.9674,0.0148,0.6015,0.3837,"M","5/10/19 13:32",992,0,1,0,"Boy",0,"Black or African American",0,"11th",0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"5/20/19 13:40",631,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,"Linear","Selected",-5,"Boy","WE",5,1,1,5,5,5,5,5,5,5,5,5,1,5,1,1,42,18,5,5,5,5,5,3,4.2,3,1,1,2,0,1,1,0,0,4,7382,10,17,18015,450,25397,0,0.29066425168327,0.70933574831673,"3",176,2.98305084745763,"Linear",4,6.13599991798401,3,163.450999975205,1,2.83000016212463,0,0,0,0,0,0,0,0,0,0,46,30,15,15,2.98305084745763,103.069310340345,1,1,5,"Black",1,2,0,1,2,2,0,1,0,3,2,2,2
"S177c2",52,"linear","177c2","Breakfast time","2019-05-20 13:30:07",-0.8257,-0.926,-0.9219,-0.3789,-0.9227,-0.9674,-0.9674,-0.9674,-0.9674,-0.9655,0.9674,-0.9674,-0.9664,0.9654,5e-04,0.1455,0.854,"L","5/10/19 12:42",3355,0,1,0,"Girl",0,"38",0,"11th",0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,"5/20/19 13:31",632,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,11,13,"Linear","Selected",2,"Girl","No WE",4,4,4,3,3,2,4,4,4,3,2,2,3,3,3,1,35,14,2,2,3,3,5,2.33333333333333,3.5,5,2,2,2,3,2,4,4,NA,6,2929,6,19,9979,670,39810,0.675759859331826,0.0735744787741773,0.250665661893996,"ToolLs preference",188,2.47368421052632,"Linear",4,0,0,0,2,9.97900009155274,3,26.9019997119904,0,0,0,0,0,0,0,0,49,46,32,17,2.75,101.621368426184,1,1,4,NA,2,4,2,2,3,3,3,2,3,8,4,6,6
"S178c2",53,"linear","178c2","Diving Board","2019-05-20 13:33:20",-0.4634,-0.6703,-0.1501,-0.1995,-0.7354,-0.9674,-0.9674,-0.9674,-0.0404,-5e-04,0.9674,-0.9674,-0.9464,0.9674,0.007,0.5071,0.486,"M","5/10/19 13:33",396,0,1,0,"Boy",0,"White",0,"10th",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,"5/20/19 13:38",401,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,15,16,"Linear","Selected",1,"Boy","No WE",4,5,4,4,4,4,4,3,3,3,1,3,5,4,4,4,38,21,1,2,1,2,2,3.5,3.8,5,4,4,2,6,3,4,3,NA,5,0,8,19,8502,740,8502,0,0,1,"3",265,2.8804347826087,"Linear",4,0,0,0,5,8.50200009346009,0,0,0,0,0,0,0,0,0,0,60,44,17,28,3.1304347826087,88.874021736087,1,1,3.5,"White",4,4,3,4,3,4,2,3,4,11,7,8,5
"S181c2",54,"linear","181c2","Fireworks","2019-05-20 13:30:27",-0.5605,-0.735,-0.4039,-0.2481,-0.7556,-0.9674,-0.9674,-0.9674,-0.9674,0.0735,0.9674,-0.9674,-0.8774,0.9674,0.005,0.4106,0.5844,"L","5/10/19 13:30",429,0,1,0,"Girl",0,"Black or African American",0,"11th",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,"5/20/19 13:33",453,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,14,15,"Linear","Selected",1,"Girl","WE",4,3,3,4,4,3,4,3,2,2,4,4,3,4,3,3,32,21,3,3,3,3,3,3.5,3.2,5,4,3,2,6,2,4,3,0.301029995663981,12,5181,8,14,54698,1110,72878,0.178366585252065,0.0710914130464612,0.750542001701474,"3",361,2.54225352112676,"Linear",1,0,1,15,8,14.0890002250671,1,12.9990000724792,0,0,0,0,0,0,0,0,88,70,34,38,2.7887323943662,48.7051478778873,1,1,3,"Black",3,4,4,3,4,3,1,3,4,11,6,7,5
"S184c2",55,"linear","184c2","Not too Far","2019-05-20 13:28:27",-0.5213,-0.7118,-0.2719,-0.2281,-0.7667,-0.9674,-0.9674,-0.9674,-0.4667,0.0494,0.9674,-0.9674,-0.9521,0.9673,0.0058,0.4495,0.5447,"L","5/10/19 13:33",695,0,1,0,"Boy",0,"White",0,"9th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"5/20/19 13:38",415,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,16,16,"Linear","Selected",0,"Boy","No WE",4,1,3,4,1,1,2,5,4,3,2,2,3,3,3,2,28,15,5,3,3,3,4,2.5,2.8,6,4,4,2,6,4,4,2,NA,4,0,5,15,2982,850,24315,0.877359654534238,0,0.122640345465762,"ToolLs preference",178,2.09411764705882,"Linear",7,0.735,0,0,2,2.98199987411499,2,21.3330001831054,0,0,0,0,0,0,0,0,62,58,40,20,2.11764705882353,124.828493989518,1,2,4,"White",4,4,4,4,3,4,1,4,4,12,8,8,4
"S187c2",56,"linear","187c2","Roller coaster","2019-05-20 13:21:04",-0.0132,-0.2236,0.6299,0.3178,-0.4172,-0.9674,-0.9674,-0.9674,0.799,0.9664,0.9674,-0.0795,-0.9611,0.9479,0.118,0.7503,0.1317,"M","5/10/19 12:40",3734,0,1,0,"Boy",0,"Black or African American",0,"11th",0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,"5/20/19 13:31",924,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,10,9,"Linear","Selected",-1,"Boy","WE",4,2,2,2,2,4,4,4,2,2,2,2,4,2,4,4,28,18,4,4,2,2,2,3,2.8,3,1,3,3,3,3,1,2,0.778151250383644,10,0,4,12,204246,450,217487,0.0608817998317141,0,0.939118200168286,"3",91,2.06818181818182,"Linear",1,0,7,200.858999967575,2,3.38700008392334,2,13.241000175476,0,0,0,0,0,0,0,0,33,33,21,12,2.09090909090909,166.271909096591,1,1,3,"Black",2,2,2,3,4,1,1,1,3,6,4,4,5
"S189c2",57,"linear","189c2","Up in the Air","2019-05-20 13:33:05",-0.4986,-0.6956,-0.214,-0.2169,-0.7603,-0.9674,-0.9674,-0.9674,-0.9674,0.5339,0.9674,-0.9674,-0.9657,0.9672,0.0065,0.4716,0.5219,"L","5/10/19 13:33",616,0,1,0,"Girl",0,"White",0,"9th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"5/20/19 13:38",740,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,17,14,"Linear","Selected",-3,"Girl","WE",2,2,2,2,2,3,4,3,2,2,5,3,3,3,3,4,24,21,4,4,3,3,2,3.5,2.4,6,4,4,3,5,4,4,1,0.778151250383644,39,0,4,10,241238,790,309413,0.220336572800755,0,0.779663427199245,"3",313,3.16161616161616,"Linear",6,0,5,126.805999755859,22,37.8370001316071,11,68.1750004291534,0,0,0,0,0,0,0,0,62,50,27,24,3.21212121212121,79.6509270872917,1,2,2,"White",3,4,4,4,3,4,1,4,4,11,8,8,4
"S194c2",58,"linear","194c2","Mobile","2019-05-24 11:02:06",-0.4398,-0.649,-0.1006,-0.1884,-0.7182,-0.9674,-0.9674,-0.9674,-0.9668,0.7706,0.9674,-0.9674,-0.9405,0.9674,0.0084,0.5286,0.463,"M","5/10/19 14:20",534,0,1,0,"Boy",0,"Black or African American",0,"9th",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,"5/24/19 11:03",423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,"Linear","Selected",4,"Boy","WE",3,4,4,4,4,5,2,3,3,2,4,3,3,3,4,4,34,21,2,2,3,2,2,3.5,3.4,5,4,3,2,6,4,4,4,0.602059991327962,25,3924,8,16,94204,1000,185824,0.471930428792836,0.0211167556397451,0.506952815567419,"3",301,2.57264957264957,"Linear",8,0,1,20.9020001888275,4,6.92300009727478,5,47.6639997959136,0,0,0,0,0,0,0,0,55,53,23,30,2.39047619047619,72.7437980728846,1,2,3,"Black",4,4,3,4,4,3,2,4,4,11,8,7,6
"S196c2",59,"linear","196c2","Basement Stairs","2019-05-24 11:01:17",-0.4494,-0.6318,-0.3514,-0.1963,-0.5721,-0.9674,-0.9674,-0.9674,-0.9674,6e-04,0.9674,-0.9674,-0.5753,0.9674,0.0084,0.5187,0.4729,"M","5/10/19 14:20",649,0,1,0,"Boy",0,"White",0,"10th",1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,"5/24/19 11:02",358,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,15,16,"Linear","Selected",1,"Boy","WE",5,5,5,4,4,5,5,5,1,4,5,5,5,4,4,5,43,28,1,1,1,2,1,4.66666666666667,4.3,4,3,4,4,5,4,4,3,0.845098040014257,12,16242,8,20,143700,1310,162908,0.0182065951334496,0.0997004444226189,0.882092960443932,"3",366,2.75187969924812,"Linear",12,16.2419998645782,5,86.1250002384186,3,8.08500003814697,1,2.96600008010864,0,0,0,0,0,0,1,259.414000034332,59,56,31,25,2.03125,88.2215368307368,1,2,3,"White",2,4,3,4,3,4,4,3,4,9,7,8,7
"S198c2",60,"linear","198c2","Sunny Day","2019-05-24 10:58:17",-0.1826,-0.3559,0.5151,-0.0658,-0.5256,-0.9674,-0.9674,-0.9673,0.7606,0.9506,0.9655,-0.9457,-0.9623,0.9515,0.0397,0.7318,0.2285,"M","5/10/19 14:20",660,0,1,0,"Girl",0,"Black or African American",0,"10th",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"5/24/19 11:03",622,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,3,"Linear","Selected",-5,"Girl","WE",4,2,3,5,2,5,3,4,4,2,5,5,2,4,4,4,34,24,4,3,4,2,2,4,3.4,2,2,2,2,1,1,1,0,0,17,0,7,15,72865,240,80872,0.099008309427243,0,0.900991690572757,"3",94,1.91836734693878,"Linear",0,0,1,18.0590000152588,5,9.22000050544739,1,8.00699996948242,0,0,0,0,0,0,0,0,22,15,11,4,2.48571428571429,236.087199999143,0,0,4,"Black",0,2,1,3,2,1,0,0,2,3,3,3,2
"S200c2",61,"linear","200c2","Laundry Day","2019-05-20 14:24:13",-0.0712,-0.248,0.2258,-0.0237,-0.0951,-0.9674,-0.9674,-0.9674,0.0027,0.5465,0.9674,-0.9674,0.0075,0.9674,0.0402,0.846,0.1138,"M","5/13/19 14:15",675,0,1,0,"Boy",0,"White",0,"11th",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,"5/20/19 14:25",421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,15,17,"Linear","Selected",2,"Boy","WE",4,4,4,4,4,3,4,4,3,3,5,4,4,4,5,3,37,25,2,2,2,1,3,4.16666666666667,3.7,5,4,3,3,6,4,4,3,0,18,0,8,18,37340,1000,62785,0.405271959863025,0,0.594728040136975,"3",177,2.36,"Linear",3,0,1,11.9619998931885,13,25.3779997825623,4,25.4449999332427,0,0,0,0,0,0,0,0,70,70,42,29,2.36,113.886346677067,1,1,3.5,"White",4,3,4,4,4,3,2,4,4,11,8,7,6
"S201c2",62,"linear","201c2","Angels","2019-05-24 10:55:04",-0.5023,-0.6802,-0.3846,-0.2211,-0.6542,-0.9674,-0.9674,-0.9674,-0.9541,0,0.9674,-0.9674,-0.7064,0.9674,0.0068,0.4672,0.526,"L","5/10/19 14:20",638,0,1,0,"Boy",0,"White",0,"10th",1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,"5/24/19 11:02",484,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,"Linear","Selected",-9,"Boy","No WE",5,3,2,5,5,5,5,5,5,5,3,4,2,5,3,3,45,20,3,4,4,3,3,3.33333333333333,4.5,4,3,1,3,1,0,0,1,NA,0,0,10,20,0,1060,0,NA,NA,NA,NA,641,4.89312977099237,"Linear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,18,20,4.08045977011494,67.8531764688235,0,0,5,"White",1,3,1,2,3,0,1,1,1,5,3,1,4
"S202c2",63,"linear","202c2","Green Apple","2019-05-20 14:23:42",-0.3746,-0.5805,0.0301,-0.1584,-0.6572,-0.9674,-0.9674,-0.9666,-0.4626,0.7751,0.9674,-0.9674,-0.9032,0.9674,0.0144,0.5839,0.4017,"M","5/10/19 14:11",1109,0,1,0,"Boy",0,"Asian",0,"10th",1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,"5/20/19 14:25",403,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,15,14,"Linear","Selected",-1,"Boy","WE",5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,4,46,28,1,2,1,1,2,4.66666666666667,4.6,5,3,4,3,6,3,4,1,0.477121254719662,15,40589,8,24,63195,800,106835,0.0285580568165863,0.379922310104367,0.591519633079047,"3",204,2.48780487804878,"Linear",13,45.2569999599457,3,50.1259996891021,7,13.0690002441406,1,3.05099987983704,1,1.23300004005432,1,2.3289999961853,0,0,1,1.233,60,45,14,32,2.51219512195122,81.4661829184146,1,2,5,NA,3,4,4,4,3,4,1,2,4,11,6,8,4
"S203c2",64,"linear","203c2","Not too Far","2019-05-24 10:59:47",-0.3431,-0.5509,0.1278,-0.1435,-0.6528,-0.9674,-0.9674,-0.9674,-0.0589,0.7886,0.9674,-0.9674,-0.9483,0.9674,0.0171,0.6111,0.3718,"M","5/10/19 14:20",659,0,1,0,"Boy",0,"46",0,"10th",0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,"5/24/19 11:01",402,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,17,"Linear","Selected",4,"Boy","No WE",4,3,3,5,5,5,3,4,4,4,3,3,3,3,3,1,40,16,3,3,3,3,5,2.66666666666667,4,5,2,3,3,6,4,4,3,NA,3,10279,10,18,0,1300,29966,0.656977908296069,0.343022091703931,0,"ToolLs preference",425,2.33516483516484,"Linear",8,4.01500010490417,0,0,0,0,1,19.686999797821,0,0,0,0,0,0,0,0,63,61,41,21,1.54166666666667,47.2846111103472,1,2,4,NA,4,3,4,2,3,4,3,4,3,11,6,7,6
